ID Tempat,Nama Wisata,Detail Alamat,Latitude,Longitude,Kategori,Jenis Tempat,Jam Operasional,Harga Tiket,Harga Min,Harga Max,Jumlah Ulasan (Google Maps),Overall Rating (Google Maps),Link Website,Deskripsi Singkat,Aktivitas,Fasilitas,Kategori Umur,Deskripsi Cleaned,Aktivitas Cleaned,Fasilitas Cleaned
T100,Candi Kethek,"C546+F3W lereng lawu, Anggrasmanis, Gumeng, Kec. Jenawi, Kabupaten Karanganyar, Jawa Tengah 57794",-7.59358954,111.16012259,lingkungan,"sejarah, warisa, peninggalan budaya","{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–17.00"", ""Minggu"": ""08.00–17.00""}","{
  ""tiket_masuk"": {
  ""weekday"": 7500,
  ""weekend"": 10000
  }
 }",7500,10000,208,4.6,,"Candi Kethek adalah situs candi Hindu bercorak megalitik yang diperkirakan berasal dari abad ke-15 hingga ke-16 Masehi. Terletak di lereng barat Gunung Lawu, candi ini memiliki struktur punden berundak dengan empat teras. Pada teras pertama terdapat arca kura-kura yang dipercaya sebagai jelmaan Dewa Wisnu. Candi ini menawarkan suasana tenang dan asri, cocok untuk wisata sejarah dan spiritual.","Menjelajahi struktur punden berundak dan arca bersejarah, Menikmati suasana tenang dan asri di lereng Gunung Lawu, Berfoto di spot-spot menarik, Mengunjungi situs candi lain di sekitarnya, seperti Candi Cetho dan Candi Sukuh","Terdapat Pos Jaga, Terdapat Toilet, Terdapat Area Parkir, Terdapat Toko Oleh-Oleh (tersedia di area Candi Cetho), Terdapat Gazebo dan Area Istirahat, Terdapat Warung Makan, Terdapat Spot Foto",Semua Umur,candi kethek adalah situs candi hindu bercorak megalitik yang diperkirakan berasal dari abad ke15 hingga ke16 masehi terletak di lereng barat gunung lawu candi ini memiliki struktur punden berundak dengan empat teras pada teras pertama terdapat arca kurakura yang dipercaya sebagai jelmaan dewa wisnu candi ini menawarkan suasana tenang dan asri cocok untuk wisata sejarah dan spiritual,"['menjelajahi struktur punden berundak dan arca bersejarah', 'menikmati suasana tenang dan asri di lereng gunung lawu', 'berfoto di spot-spot menarik', 'mengunjungi situs candi lain di sekitarnya', 'seperti candi cetho dan candi sukuh']","['terdapat pos jaga', 'terdapat toilet', 'terdapat area parkir', 'terdapat toko oleh-oleh (tersedia di area candi cetho)', 'terdapat gazebo dan area istirahat', 'terdapat warung makan', 'terdapat spot foto']"
T101,Taman Wisata Sapta Tirta,"9394+5X8, Jl. TP Joko Songo, Bt. Argotiloso, Pablengan, Kec. Matesih, Kabupaten Karanganyar, Jawa Tengah 57781",-7.63183152,111.05737769,sejarah,"Pemandian Alami, Situs Sejarah, Wisata Spiritual","{""Senin"": ""08.00–18.00"", ""Selasa"": ""08.00–18.00"", ""Rabu"": ""08.00–18.00"", ""Kamis"": ""08.00–18.00"", ""Jumat"": ""08.00–18.00"", ""Sabtu"": ""08.00–18.00"", ""Minggu"": ""08.00–18.00""}","{
  ""tiket_masuk"": {
  ""dewasa"": 7000,
  ""anak_anak"": 7000
  }
 }",7000,7000,731,4.5,,"Taman Wisata Sapta Tirta Pablengan adalah destinasi wisata bersejarah yang terletak di kaki Gunung Lawu. Tempat ini terkenal dengan tujuh sumber mata air alami yang masing-masing memiliki rasa dan khasiat berbeda, seperti air soda, air hangat, air hidup, dan air urus-urus. Selain sebagai tempat rekreasi, kawasan ini juga memiliki nilai spiritual dan sejarah, menjadikannya tujuan wisata yang unik dan menarik.","Bersantai, Berfoto, bermeditasi","Terdapat Kolam Pemandian Tujuh sumber mata air dengan kandungan dan khasiat berbeda, Terdapat Bak Enam (Pemandian Kaputren) yaitu Bangunan sakral peninggalan Raja Mangkunegoro VI yang terdiri dari enam kamar mandi melingkar dengan relief sejarah, Terdapat Mushola, Terdapat Sembilan kamar mandi dan lima MCK untuk kenyamanan pengunjung, Terdapat Dapur Umum digunakan untuk Fasilitas memasak untuk keperluan acara atau kelompok, Terdapat Panggung Hiburan seperti Area untuk pertunjukan seni dan hibura, Terdapat Fasilitas Outbound Termasuk ATV, flying fox, ayunan, dan tembak-tembakan untuk kegiatan rekreasi, Terdapat Gapura Masuk & Pos Penjagaan digunakan utnuk Menandai pintu masuk dan keamanan kawasan wisata.",Semua Umur,taman wisata sapta tirta pablengan adalah destinasi wisata bersejarah yang terletak di kaki gunung lawu tempat ini terkenal dengan tujuh sumber mata air alami yang masingmasing memiliki rasa dan khasiat berbeda seperti air soda air hangat air hidup dan air urusurus selain sebagai tempat rekreasi kawasan ini juga memiliki nilai spiritual dan sejarah menjadikannya tujuan wisata yang unik dan menarik,"['bersantai', 'berfoto', 'bermeditasi']","['terdapat kolam pemandian tujuh sumber mata air dengan kandungan dan khasiat berbeda', 'terdapat bak enam (pemandian kaputren) yaitu bangunan sakral peninggalan raja mangkunegoro vi yang terdiri dari enam kamar mandi melingkar dengan relief sejarah', 'terdapat mushola', 'terdapat sembilan kamar mandi dan lima mck untuk kenyamanan pengunjung', 'terdapat dapur umum digunakan untuk fasilitas memasak untuk keperluan acara atau kelompok', 'terdapat panggung hiburan seperti area untuk pertunjukan seni dan hibura', 'terdapat fasilitas outbound termasuk atv', 'flying fox', 'ayunan', 'dan tembak-tembakan untuk kegiatan rekreasi', 'terdapat gapura masuk & pos penjagaan digunakan utnuk menandai pintu masuk dan keamanan kawasan wisata.']"
T102,Situs Matesih,"83W5+3CH, Jl. Raya Matesih-Tawangmangu, Area Sawah, Karangbangun, Kec. Matesih, Kabupaten Karanganyar, Jawa Tengah 57781",-7.6545037,111.05862172,"religi, budaya","Situs Megalitikum, Cagar Budaya","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}","{
  ""tiket_masuk"": {
  ""umum"": 5000
  }
 }",5000,5000,322,4.4,,"Situs Watu Kandang adalah peninggalan zaman Megalitikum yang terletak di lereng barat Gunung Lawu. Situs ini terdiri dari ratusan batu menhir yang tersusun membentuk pola tertentu, menyerupai kandang. Lokasinya berada di tengah area persawahan, memberikan suasana alami dan tenang bagi pengunjung.","Berfoto, Belajar Sejarah","Terdapat Area parkir, Terdapat Toilet umum, Terdapat Papan informasi sejarah situs, Terdapat Area bersantai dengan pemandangan persawahan",Semua Umur,situs watu kandang adalah peninggalan zaman megalitikum yang terletak di lereng barat gunung lawu situs ini terdiri dari ratusan batu menhir yang tersusun membentuk pola tertentu menyerupai kandang lokasinya berada di tengah area persawahan memberikan suasana alami dan tenang bagi pengunjung,"['berfoto', 'belajar sejarah']","['terdapat area parkir', 'terdapat toilet umum', 'terdapat papan informasi sejarah situs', 'terdapat area bersantai dengan pemandangan persawahan']"
T103,Pura Pasekan Agung,"93JM+X7X, Pasekan, RT.6/RW.5, Gedangan, keprabon, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",-7.61725754,111.08320524,"religi, lingkungan",Tempat Ibadah Agama Hindu,"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",0,0,0,397,4.5,,"Pura Pasekan Agung merupakan tempat ibadah umat Hindu yang memiliki arsitektur khas Bali dan terletak di lereng Gunung Lawu. Pura ini dikenal sebagai induk dari pura-pura Pasek lainnya yang ada di Bali. Meskipun fungsi utamanya adalah sebagai tempat peribadatan, pura ini juga menarik minat wisatawan karena keindahan arsitekturnya dan suasana spiritual yang kental.","Meditasi dan refleksi diri, Menikmati arsitektur khas Bali, Fotografi dengan latar belakang Gunung Lawu, Mengikuti upacara keagamaan Hindu (dengan izin)","Terdapat Area parkir, Terdapat Toilet, Terdapat Bale Banjar (digunakan untuk kegiatan sosial dan rapat), Terdapat Area Beji atau taman untuk meditasi",Semua Umur,pura pasekan agung merupakan tempat ibadah umat hindu yang memiliki arsitektur khas bali dan terletak di lereng gunung lawu pura ini dikenal sebagai induk dari purapura pasek lainnya yang ada di bali meskipun fungsi utamanya adalah sebagai tempat peribadatan pura ini juga menarik minat wisatawan karena keindahan arsitekturnya dan suasana spiritual yang kental,"['meditasi dan refleksi diri', 'menikmati arsitektur khas bali', 'fotografi dengan latar belakang gunung lawu', 'mengikuti upacara keagamaan hindu (dengan izin)']","['terdapat area parkir', 'terdapat toilet', 'terdapat bale banjar (digunakan untuk kegiatan sosial dan rapat)', 'terdapat area beji atau taman untuk meditasi']"
T104,Gua Maria Sendang Pawitra,"848F+26P, Tawangmangu, Karanganyar, Sendang, Sepanjang, Surakarta, Kabupaten Karanganyar, Jawa Tengah 57792",-7.68465855,111.12308237,"lingkungan, sains",Tempat Ziarah Katolik,"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",0,0,0,93,4.6,,"Gua Maria Sendang Pawitra adalah tempat ziarah Katolik yang terletak di lereng Gunung Lawu. Nama ""Pawitra"" berasal dari bahasa Sanskerta yang berarti ""tempat penyucian diri"". Di lokasi ini terdapat sendang (sumber mata air) yang digunakan untuk berkat air suci. Suasana alam pegunungan yang sejuk dan tenang menjadikan tempat ini ideal untuk berdoa dan refleksi spiritual.","Ziarah dan berdoa, Meditasi dan refleksi diri, Menikmati suasana alam pegunungan, Mengambil air suci dari sendang","Terdapat, Area parkir, Terdapat Toilet umum, Terdapat Sendang (sumber mata air suci), Terdapat Area doa dan meditasi, Terdapat Papan informasi sejarah situs",Semua Umur,gua maria sendang pawitra adalah tempat ziarah katolik yang terletak di lereng gunung lawu nama pawitra berasal dari bahasa sanskerta yang berarti tempat penyucian diri di lokasi ini terdapat sendang sumber mata air yang digunakan untuk berkat air suci suasana alam pegunungan yang sejuk dan tenang menjadikan tempat ini ideal untuk berdoa dan refleksi spiritual,"['ziarah dan berdoa', 'meditasi dan refleksi diri', 'menikmati suasana alam pegunungan', 'mengambil air suci dari sendang']","['terdapat', 'area parkir', 'terdapat toilet umum', 'terdapat sendang (sumber mata air suci)', 'terdapat area doa dan meditasi', 'terdapat papan informasi sejarah situs']"
T105,Taman Satwa Kemuning,"RT.001/RW.002, Spranten, Kemuning, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793",-7.60359886,111.12496365,"sejarah, budaya",Kebun Binatang Mini,"{""Senin"": ""09.00–16.30"", ""Selasa"": ""09.00–16.30"", ""Rabu"": ""09.00–16.30"", ""Kamis"": ""09.00–16.30"", ""Jumat"": ""08.30–17.00"", ""Sabtu"": ""09.00–17.00"", ""Minggu"": ""09.00–17.00""}","{
  ""weekday"": 10000,
  ""weekend"": 15000
 }",10000,15000,172,4.7,,"Taman Satwa Kemuning adalah kebun binatang mini yang dikelola secara swadaya oleh masyarakat setempat. Berlokasi di kawasan perbukitan yang sejuk, taman ini menampung lebih dari 30 jenis satwa, termasuk hewan eksotis seperti iguana albino, python reticulatus albino, dan rusa tutul. Pengunjung dapat berinteraksi langsung dengan satwa, memberi makan, serta menikmati berbagai aktivitas edukatif dan rekreasi.","Memberi makan satwa dengan pakan yang disediakan, Berinteraksi dan berfoto dengan hewan seperti burung hantu dan ular, Belajar memanah di area khusus, Menikmati wahana flying fox, Bermain di arena bermain anak, Menjelajahi area sekitar dan menikmati suasana alam","Terapat Area parkir, Terdapat Toilet umum, Terdpaat Mushola, Terdapat Kantin, Terdapat Arena bermain anak, Terdapat Area memanah, Terdapat Flying fox, TerdapatAkses ke aliran sungai alami",Semua Umur,taman satwa kemuning adalah kebun binatang mini yang dikelola secara swadaya oleh masyarakat setempat berlokasi di kawasan perbukitan yang sejuk taman ini menampung lebih dari 30 jenis satwa termasuk hewan eksotis seperti iguana albino python reticulatus albino dan rusa tutul pengunjung dapat berinteraksi langsung dengan satwa memberi makan serta menikmati berbagai aktivitas edukatif dan rekreasi,"['memberi makan satwa dengan pakan yang disediakan', 'berinteraksi dan berfoto dengan hewan seperti burung hantu dan ular', 'belajar memanah di area khusus', 'menikmati wahana flying fox', 'bermain di arena bermain anak', 'menjelajahi area sekitar dan menikmati suasana alam']","['terapat area parkir', 'terdapat toilet umum', 'terdpaat mushola', 'terdapat kantin', 'terdapat arena bermain anak', 'terdapat area memanah', 'terdapat flying fox', 'terdapatakses ke aliran sungai alami']"
T106,Pesanggrahan Pracimoharjo,"Krapyak, Paras, Kec. Cepogo, Kabupaten Boyolali, Jawa Tengah 57362",-7.52325322,110.53989795,"religi, sains, kreativitas","Situs Keraton, Tempat Ritual Spiritual","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",0,0,0,240,4.3,,"Pesanggrahan Pracimoharjo adalah bangunan bersejarah peninggalan Keraton Surakarta yang dibangun sekitar tahun 1803–1804 oleh Paku Buwono IV dan diperluas oleh Paku Buwono X. Terletak di lereng timur Gunung Merapi, tempat ini dahulu digunakan sebagai tempat peristirahatan raja dan kini menjadi lokasi ziarah spiritual yang populer, terutama di kalangan pelajar dan mahasiswa yang memohon kelancaran studi dan kehidupan pribadi.","Ziarah dan meditasi spiritual, Berdoa untuk kelancaran studi dan kehidupan pribadi, Menikmati arsitektur dan sejarah peninggalan Keraton Surakarta., Mengikuti tradisi dan ritual khas masyarakat setempat.","Terdapat Sanggar Pamelengan yaitu Tempat berdoa dan meditasi, Terdapat Sanggar Palereman yaitu Bangunan peristirahatan bergaya Indis, Terdapat Pendopo dan Pringgitan Sisa bangunan utama pesanggrahan, Terdapat Taman dan Bekas Air Mancur: Area taman yang dulunya dilengkapi air mancur, Terdapat Batu Prigen yaitu Batu keramat yang digunakan untuk ritual memohon kesejahteraan, Terdapat Gapura Masuk dan Gerbang Selatan yaitu Pintu masuk utama dengan arsitektur khas.",Semua Umur,pesanggrahan pracimoharjo adalah bangunan bersejarah peninggalan keraton surakarta yang dibangun sekitar tahun 18031804 oleh paku buwono iv dan diperluas oleh paku buwono x terletak di lereng timur gunung merapi tempat ini dahulu digunakan sebagai tempat peristirahatan raja dan kini menjadi lokasi ziarah spiritual yang populer terutama di kalangan pelajar dan mahasiswa yang memohon kelancaran studi dan kehidupan pribadi,"['ziarah dan meditasi spiritual', 'berdoa untuk kelancaran studi dan kehidupan pribadi', 'menikmati arsitektur dan sejarah peninggalan keraton surakarta.', 'mengikuti tradisi dan ritual khas masyarakat setempat.']","['terdapat sanggar pamelengan yaitu tempat berdoa dan meditasi', 'terdapat sanggar palereman yaitu bangunan peristirahatan bergaya indis', 'terdapat pendopo dan pringgitan sisa bangunan utama pesanggrahan', 'terdapat taman dan bekas air mancur: area taman yang dulunya dilengkapi air mancur', 'terdapat batu prigen yaitu batu keramat yang digunakan untuk ritual memohon kesejahteraan', 'terdapat gapura masuk dan gerbang selatan yaitu pintu masuk utama dengan arsitektur khas.']"
T107,Wisata Edukasi Religi Qolbu Boyolali,"Tambak, Dusun Sukuh, Berjo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793",-7.52032015,110.60789868,"sejarah, budaya",Religi,"{""Senin"": ""08.00–15.00"", ""Selasa"": ""08.00–15.00"", ""Rabu"": ""08.00–15.00"", ""Kamis"": ""08.00–15.00"", ""Jumat"": ""08.00–15.00"", ""Sabtu"": ""08.00–15.00"", ""Minggu"": ""08.00–15.00""}","{
  ""Pelajar"": 10000,
  ""Umum"": 20000,
 }",10000,20000,536,4.5,https://qolbu.destinasiboyolali.com/,"Wisata Edukasi Religi Qolbu Boyolali adalah destinasi wisata religi yang terletak di Desa Karanggeneng, Kecamatan Boyolali Kota, Kabupaten Boyolali, Jawa Tengah. Dibangun di atas lahan seluas sekitar 3 hektare yang sebelumnya merupakan bekas pasar hewan, tempat ini menyajikan replika berbagai lokasi penting dalam ibadah haji dan umrah, seperti Ka'bah, Bukit Shafa dan Marwah, Masjid Nabawi, Jabal Rahmah, serta tempat minum air zamzam. Dengan desain yang menyerupai suasana di Tanah Suci, WER Qolbu memberikan pengalaman edukatif bagi pengunjung untuk memahami dan mempraktikkan tata cara ibadah haji dan umrah secara langsung. Tempat ini juga dirancang untuk memfasilitasi kegiatan manasik haji dan umrah, meditasi, zikir, serta diskusi spiritual, menjadikannya sebagai sarana pembelajaran dan refleksi spiritual yang mendalam.","Manasik haji, Manasik umrah, Zikir bersama, Meditasi, Diskusi keagamaan, Edukasi agama, Swafoto, Wisata keluarga, Jalan santai","Toilet, Mushola, Area parkir, Gazebo, Kantin, Aula, Taman bernuansa Timur Tengah, Replika Ka'bah, Replika Masjidil Haram, Replika Masjid Nabawi, Jalan setapak, Area manasik",Semua Umur,wisata edukasi religi qolbu boyolali adalah destinasi wisata religi yang terletak di desa karanggeneng kecamatan boyolali kota kabupaten boyolali jawa tengah dibangun di atas lahan seluas sekitar 3 hektare yang sebelumnya merupakan bekas pasar hewan tempat ini menyajikan replika berbagai lokasi penting dalam ibadah haji dan umrah seperti kabah bukit shafa dan marwah masjid nabawi jabal rahmah serta tempat minum air zamzam dengan desain yang menyerupai suasana di tanah suci wer qolbu memberikan pengalaman edukatif bagi pengunjung untuk memahami dan mempraktikkan tata cara ibadah haji dan umrah secara langsung tempat ini juga dirancang untuk memfasilitasi kegiatan manasik haji dan umrah meditasi zikir serta diskusi spiritual menjadikannya sebagai sarana pembelajaran dan refleksi spiritual yang mendalam,"['manasik haji', 'manasik umrah', 'zikir bersama', 'meditasi', 'diskusi keagamaan', 'edukasi agama', 'swafoto', 'wisata keluarga', 'jalan santai']","['toilet', 'mushola', 'area parkir', 'gazebo', 'kantin', 'aula', 'taman bernuansa timur tengah', ""replika ka'bah"", 'replika masjidil haram', 'replika masjid nabawi', 'jalan setapak', 'area manasik']"
T108,Museum R. Hamong Wardoyo,"7VCR+57J Dusun I, RT.03/RW.01, Plesan, Kec. Nguter, Kabupaten Sukoharjo, Jawa Tengah 57571",-7.53154772,110.6194426,"kreativitas, sains",Museum ,"{""Senin"": ""Tutup"", ""Selasa"": ""08.00–16.00"", ""Rabu"": ""08.00–16.00"", ""Kamis"": ""08.00–16.00"", ""Jumat"": ""08.00–12.00"", ""Sabtu"": ""08.00–16.00"", ""Minggu"": ""08.00–16.00""}",0,0,0,741,4.5,,"Museum R. Hamong Wardoyo di Boyolali merupakan destinasi wisata edukasi yang menampilkan kekayaan sejarah dan budaya lokal. Bangunannya yang unik menyerupai piramida dengan atap kaca transparan mengingatkan pada Museum Louvre di Paris. Di dalamnya, pengunjung dapat menjelajahi berbagai koleksi, termasuk arca dari masa Hindu-Buddha, diorama sejarah Boyolali, replika patung ikonik, serta kereta kencana. Tangga spiral yang menghubungkan dua lantai museum menambah pengalaman visual yang menarik bagi pengunjung.","Menjelajahi koleksi arca dan artefak sejarah, mempelajari diorama sejarah Boyolali, mengikuti tur edukatif, berfoto di spot ikonik museum, dan menikmati taman di sekitar museum.","Toilet, area parkir, taman, ruang pameran dua lantai, tangga spiral, dan ruang auditorium.","Anak-anak, Remaja",museum r hamong wardoyo di boyolali merupakan destinasi wisata edukasi yang menampilkan kekayaan sejarah dan budaya lokal bangunannya yang unik menyerupai piramida dengan atap kaca transparan mengingatkan pada museum louvre di paris di dalamnya pengunjung dapat menjelajahi berbagai koleksi termasuk arca dari masa hindubuddha diorama sejarah boyolali replika patung ikonik serta kereta kencana tangga spiral yang menghubungkan dua lantai museum menambah pengalaman visual yang menarik bagi pengunjung,"['menjelajahi koleksi arca dan artefak sejarah', 'mempelajari diorama sejarah boyolali', 'mengikuti tur edukatif', 'berfoto di spot ikonik museum', 'dan menikmati taman di sekitar museum.']","['toilet', 'area parkir', 'taman', 'ruang pameran dua lantai', 'tangga spiral', 'dan ruang auditorium.']"
T109,Kidoland,"Tambak, Dusun Sukuh, Berjo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793",-7.7293112,110.89066488,"kreativitas, lingkungan",kreatifitas,"{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–17.00"", ""Minggu"": ""08.00–17.00""}","{
  ""Weekday"": 10000,
  ""Weekend"": 12000
  }",10000,12000,793,4.3,https://wisatakidoland.com/,"Kidoland adalah taman wisata edukasi yang menawarkan berbagai wahana interaktif untuk anak-anak dan keluarga. Terletak di kawasan pegunungan yang sejuk, tempat ini menyediakan pengalaman belajar yang menyenangkan melalui kegiatan seperti berinteraksi dengan hewan di mini zoo, bermain di kolam renang, serta mengikuti kegiatan outbound dan pertanian organik.","Bermain di kolam renang, terapi ikan, berinteraksi dengan hewan di mini zoo, mengikuti kegiatan outbound, belajar membatik, melukis gerabah, dan mempelajari pertanian organik.","Kolam renang, kolam terapi ikan, mini zoo, area outbound, perkebunan, restoran, ruang pertemuan, dan area parkir.",Semua Umur,kidoland adalah taman wisata edukasi yang menawarkan berbagai wahana interaktif untuk anakanak dan keluarga terletak di kawasan pegunungan yang sejuk tempat ini menyediakan pengalaman belajar yang menyenangkan melalui kegiatan seperti berinteraksi dengan hewan di mini zoo bermain di kolam renang serta mengikuti kegiatan outbound dan pertanian organik,"['bermain di kolam renang', 'terapi ikan', 'berinteraksi dengan hewan di mini zoo', 'mengikuti kegiatan outbound', 'belajar membatik', 'melukis gerabah', 'dan mempelajari pertanian organik.']","['kolam renang', 'kolam terapi ikan', 'mini zoo', 'area outbound', 'perkebunan', 'restoran', 'ruang pertemuan', 'dan area parkir.']"
